0,0,15.5
0,3,15.5
1,1,15.5
0,1,15.5
-1,1,15.5
1,3,15.5
1,3,15.5
1,3,15.5
0,2,15.5
1,2,15.5
1,0,15.5
-1,2,15.5
1,1,15.5
1,3,15.5
2,3,15.5
1,1,15.5
-1,1,15.5
1,2,15.5
1,2,15.5
0,2,15.5
0,1,15.5
1,3,15.5
2,3,15.5
1,1,15.5
-1,2,15.5
1,3,15.5
2,2,15.5
0,2,15.5
-1,3,15.5
1,2,15.5
-1,1,15.5
0,2,15.5
-1,2,15.5
-1,2,15.5
0,1,15.5
-1,2,15.5
0,3,15.5
1,2,15.5
0,1,15.5
-1,0,15.5
-1,1,15.5
1,0,15.5
-1,1,15.5
0,1,15.5
-2,0,15.5
-1,0,15.5
-1,1,15.5
0,0,15.5
-2,0,15.5
0,0,15.5
-1,1,15.5
0,0,15.5
-1,1,15.5
0,0,15.5
-1,1,15.5
0,0,15.5
2,3,15.5
1,0,15.5
0,1,15.5
0,0,15.5
3,0,15.5
1,0,15.5
1,1,15.5
0,0,15.5
2,1,15.5
1,0,15.5
0,2,15.5
0,0,15.5
-1,1,15.5
0,0,15.5
-1,1,15.5
-1,1,15.5
0,0,15.5
-1,1,15.5
0,0,15.5
-1,1,15.5
-1,0,15.5
0,0,15.5
0,1,15.5
-2,0,15.5
-1,0,15.5
-1,1,15.5
0,0,15.5
-1,1,15.5
0,0,15.5
0,1,15.5
0,0,15.5
1,1,15.5
1,0,15.5
0,1,15.5
0,0,15.5
1,2,15.5
0,0,15.5
0,1,15.5
1,0,15.5
1,0,15.5
0,0,15.5
1,1,15.5
0,0,15.5
1,1,15.5
1,1,15.5
0,0,15.5
1,1,15.5
0,1,15.5
1,0,15.5
-1,0,15.5
1,0,15.5
0,1,15.5
0,0,15.5
0,0,15.5
