-4,5,11.2
-3,1,11.2
0,3,11.2
-1,0,11.2
0,1,11.2
0,3,11.2
-3,0,11.2
0,3,11.2
0,1,11.2
-1,0,11.2
1,5,11.2
-2,0,11.2
0,2,11.2
0,2,11.2
0,0,11.2
1,3,11.2
0,0,11.2
0,2,11.2
0,2,11.2
0,0,11.2
2,5,11.2
0,-2,11.2
0,2,11.2
1,2,11.2
0,-2,11.2
2,4,11.2
0,-2,11.2
1,1,11.2
1,2,11.2
0,-2,11.2
2,5,11.2
0,-2,11.2
0,1,11.2
1,2,11.2
-1,-2,11.2
2,5,11.2
-1,-2,11.2
1,2,11.2
1,1,11.2
-1,-2,11.2
2,5,11.2
-1,-3,11.2
1,2,11.2
1,2,11.2
-1,-2,11.2
2,5,11.2
-2,-3,11.2
0,2,11.2
1,2,11.2
-1,-3,11.2
0,5,11.2
-2,-2,11.2
0,2,11.2
0,1,11.2
-1,-2,11.2
0,4,11.2
-3,-3,11.2
0,2,11.2
0,1,11.2
-1,-2,11.2
0,3,11.2
-2,-4,11.2
0,1,11.2
0,1,11.2
-1,-2,11.2
-1,3,11.2
-3,-3,11.2
-1,0,11.2
0,0,11.2
-1,-1,11.2
0,4,11.2
-2,-1,11.2
0,2,11.2
0,1,11.2
-1,-1,11.2
1,4,11.2
-1,-2,11.2
0,2,11.2
0,1,11.2
0,-1,11.2
2,3,11.2
-1,-3,11.2
1,3,11.2
0,-1,11.2
0,0,11.2
2,3,11.2
0,-3,11.2
1,3,11.2
0,-1,11.2
0,0,11.2
2,1,11.2
0,-4,11.2
1,2,11.2
0,-2,11.2
0,0,11.2
1,2,11.2
0,-3,11.2
1,3,11.2
0,-2,11.2
1,1,11.2
1,0,11.2
0,-2,11.2
1,3,11.2
0,-3,11.2
1,2,11.2
0,2,11.2
0,-1,11.2
1,3,11.2
0,-3,11.2
1,2,11.2
0,2,11.2
0,0,11.2
1,3,11.2
0,-2,11.2
1,4,11.2
0,0,11.2
0,1,11.2
0,2,11.2
0,-2,11.2
0,1,11.2
1,0,11.2
0,2,11.2
0,1,11.2
0,-2,11.2
0,2,11.2
0,0,11.2
0,2,11.2
0,1,11.2
0,0,11.2
2,2,11.2
0,0,11.2
1,3,11.2
0,0,11.2
0,-1,11.2
3,3,11.2
0,-3,11.2
1,2,11.2
1,0,11.2
0,0,11.2
2,4,11.2
0,-3,11.2
1,4,11.2
0,-1,11.2
0,-1,11.2
2,4,11.2
1,-2,11.2
1,2,11.2
0,0,11.2
0,0,11.2
1,4,11.2
0,-3,11.2
1,4,11.2
0,0,11.2
0,-1,11.2
-1,4,11.2
-1,-3,11.2
0,4,11.2
0,-1,11.2
0,-1,11.2
0,4,11.2
0,-3,11.2
0,4,11.2
0,-1,11.2
0,-1,11.2
0,4,11.2
0,-2,11.2
0,4,11.2
0,-2,11.2
0,2,11.2
0,4,11.2
0,-3,11.2
0,4,11.2
0,-2,11.2
0,0,11.2
0,4,11.2
0,-2,11.2
0,3,11.2
0,-2,11.2
0,0,11.2
0,0,11.2
