0,0,13.5
-2,3,13.5
2,1,13.5
-1,2,13.5
-1,1,13.5
1,-1,13.5
-2,4,13.5
2,2,13.5
1,0,13.5
-2,3,13.5
1,0,13.5
-2,2,13.5
0,2,13.5
1,0,13.5
-2,2,13.5
1,-1,13.5
-1,3,13.5
1,1,13.5
2,0,13.5
-1,2,13.5
1,-1,13.5
-1,4,13.5
1,2,13.5
0,1,13.5
0,1,13.5
-1,2,13.5
0,1,13.5
2,-1,13.5
-2,2,13.5
1,-1,13.5
-2,2,13.5
1,0,13.5
-1,1,13.5
-1,1,13.5
-2,1,13.5
0,0,13.5
1,-2,13.5
-2,2,13.5
1,-1,13.5
-2,2,13.5
1,0,13.5
-1,1,13.5
-1,1,13.5
1,-1,13.5
-3,1,13.5
1,-2,13.5
-2,1,13.5
1,-1,13.5
-2,2,13.5
0,-1,13.5
-1,0,13.5
-1,0,13.5
1,-1,13.5
0,3,13.5
2,-1,13.5
-1,1,13.5
0,0,13.5
2,2,13.5
2,1,13.5
1,0,13.5
0,1,13.5
1,0,13.5
0,1,13.5
2,-1,13.5
1,0,13.5
-1,1,13.5
1,-1,13.5
0,2,13.5
1,0,13.5
2,-2,13.5
-1,2,13.5
2,-1,13.5
1,1,13.5
2,-1,13.5
1,0,13.5
0,0,13.5
1,-1,13.5
0,1,13.5
2,-1,13.5
-1,1,13.5
1,-1,13.5
0,2,13.5
2,-1,13.5
0,1,13.5
0,1,13.5
1,-1,13.5
-3,1,13.5
1,-2,13.5
-1,0,13.5
-1,1,13.5
-1,0,13.5
1,-1,13.5
0,0,13.5
-1,1,13.5
1,-1,13.5
-3,2,13.5
0,-1,13.5
-1,1,13.5
0,0,13.5
0,0,13.5
-2,0,13.5
1,-2,13.5
-2,1,13.5
1,-1,13.5
-2,1,13.5
0,0,13.5
-1,0,13.5
-1,1,13.5
0,-1,13.5
-3,-1,13.5
1,-2,13.5
-1,1,13.5
-1,0,13.5
-2,0,13.5
0,-1,13.5
1,-2,13.5
-2,1,13.5
1,-1,13.5
-1,2,13.5
1,-1,13.5
-1,1,13.5
-1,1,13.5
1,-1,13.5
-1,1,13.5
1,-2,13.5
0,0,13.5
0,0,13.5
-1,1,13.5
0,1,13.5
1,-1,13.5
-1,2,13.5
