0,0,20
0,3,20
-1,2,20
0,0,20
-4,1,20
-4,2,20
0,0,20
1,4,20
-1,2,20
1,0,20
0,3,20
-1,2,20
1,0,20
2,3,20
1,1,20
1,0,20
2,3,20
0,2,20
1,0,20
1,3,20
0,2,20
1,0,20
3,2,20
1,2,20
1,0,20
2,2,20
0,2,20
1,0,20
1,2,20
0,1,20
0,0,20
-1,2,20
-1,1,20
0,0,20
0,1,20
0,1,20
0,0,20
1,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
1,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
1,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
1,1,20
0,1,20
0,0,20
1,0,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
-1,1,20
-1,1,20
0,0,20
-2,0,20
-1,1,20
0,0,20
-1,0,20
-1,1,20
0,0,20
0,1,20
0,1,20
0,0,20
-1,0,20
0,1,20
0,-1,20
0,1,20
0,1,20
0,0,20
1,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
1,0,20
1,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
-1,1,20
-1,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
1,1,20
1,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
0,0,20
0,1,20
0,0,20
0,1,20
1,1,20
0,0,20
1,0,20
1,1,20
0,0,20
0,1,20
0,1,20
0,0,20
-1,0,20
0,1,20
0,0,20
-2,0,20
-1,1,20
0,0,20
-1,0,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
-1,1,20
0,1,20
0,0,20
0,0,20
1,1,20
0,0,20
1,0,20
1,1,20
0,0,20
0,0,20
0,1,20
0,0,20
1,0,20
1,1,20
0,-1,20
0,1,20
0,1,20
0,0,20
0,1,20
0,1,20
0,0,20
-2,0,20
-1,1,20
-1,0,20
0,0,20
0,1,20
0,0,20
0,1,20
1,1,20
0,0,20
1,1,20
1,1,20
0,0,20
0,1,20
1,1,20
0,0,20
-1,1,20
0,1,20
0,0,20
0,0,20
1,1,20
-1,0,20
0,0,20
1,1,20
0,-1,20
0,1,20
1,1,20
0,0,20
1,1,20
1,0,20
0,0,20
0,0,20
1,1,20
0,0,20
-1,0,20
0,1,20
-1,0,20
-2,0,20
-1,0,20
-1,0,20
-1,0,20
0,1,20
0,0,20
-1,1,20
0,1,20
0,0,20
-1,0,20
0,1,20
-1,0,20
0,0,20
1,1,20
-1,0,20
1,0,20
1,1,20
0,0,20
0,0,20
1,1,20
-1,0,20
1,0,20
1,1,20
0,0,20
0,1,20
1,1,20
-1,0,20
-1,1,20
1,1,20
-1,0,20
-2,0,20
0,1,20
-1,0,20
0,1,20
0,1,20
0,0,20
-1,1,20
1,1,20
-1,0,20
0,1,20
1,1,20
0,0,20
0,1,20
1,1,20
-1,0,20
-1,1,20
1,1,20
-1,0,20
0,1,20
1,1,20
-1,0,20
0,0,20
1,1,20
0,0,20
0,1,20
1,1,20
0,0,20
0,0,20
1,1,20
-1,0,20
0,1,20
1,1,20
-1,0,20
-1,0,20
0,1,20
-1,0,20
-2,0,20
0,0,20
-1,0,20
-2,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
0,1,20
0,0,20
0,0,20
0,0,20
